t_s,i_gate_A,R_ohm,G_S,G_nv (S),G_volatile (S),drift_on
2.970200499999999799e+00,0.000000000000000000e+00,3.664103529063964402e+02,2.729180526881730840e-03,2.732648255924224369e-03,-3.467729042493604594e-06,0.000000000000000000e+00
2.970411024999999761e+00,0.000000000000000000e+00,3.664007923975224799e+02,2.729251739486035586e-03,2.732648200500397816e-03,-3.396461014362062367e-06,0.000000000000000000e+00
2.970632076249999809e+00,0.000000000000000000e+00,3.663909259951594208e+02,2.729325234471586138e-03,2.732648142305380869e-03,-3.322907833794563407e-06,0.000000000000000000e+00
2.970864180062499749e+00,0.000000000000000000e+00,3.663807523985173020e+02,2.729401021897259836e-03,2.732648081200614656e-03,-3.247059303354861991e-06,0.000000000000000000e+00
2.971107889065624619e+00,0.000000000000000000e+00,3.663702711895820698e+02,2.729479105258897018e-03,2.732648017040611825e-03,-3.168911781714726950e-06,0.000000000000000000e+00
2.971363783518905954e+00,0.000000000000000000e+00,3.663594829144097389e+02,2.729559480881852025e-03,2.732647949672610023e-03,-3.088468790758099383e-06,0.000000000000000000e+00
2.971632472694851312e+00,0.000000000000000000e+00,3.663483891658395919e+02,2.729642137302580769e-03,2.732647878936210212e-03,-3.005741633629622051e-06,0.000000000000000000e+00
2.971914596329594094e+00,0.000000000000000000e+00,3.663369926669151369e+02,2.729727054644548803e-03,2.732647804662992428e-03,-2.920750018443509638e-06,0.000000000000000000e+00
2.972210826146073792e+00,0.000000000000000000e+00,3.663252973541789856e+02,2.729814203994645506e-03,2.732647726676115923e-03,-2.833522681470604374e-06,0.000000000000000000e+00
2.972521867453377542e+00,0.000000000000000000e+00,3.663133084598839559e+02,2.729903546787224976e-03,2.732647644789898064e-03,-2.744098002673240706e-06,0.000000000000000000e+00
2.972848460826046590e+00,0.000000000000000000e+00,3.663010325920301966e+02,2.729995034203890839e-03,2.732647558809372414e-03,-2.652524605481658311e-06,0.000000000000000000e+00
2.973191383867348936e+00,0.000000000000000000e+00,3.662884778110083062e+02,2.730088606598114493e-03,2.732647468529823386e-03,-2.558861931708924062e-06,0.000000000000000000e+00
2.973551453060716554e+00,0.000000000000000000e+00,3.662756537014937521e+02,2.730184192954787648e-03,2.732647373736300095e-03,-2.463180781512371539e-06,0.000000000000000000e+00
2.973929525713752575e+00,0.000000000000000000e+00,3.662625714381136959e+02,2.730281710395753708e-03,2.732647274203104607e-03,-2.365563807350830837e-06,0.000000000000000000e+00
2.974326501999440264e+00,0.000000000000000000e+00,3.662492438432865924e+02,2.730381063743266782e-03,2.732647169693253313e-03,-2.266105949986457618e-06,0.000000000000000000e+00
2.974743327099412138e+00,0.000000000000000000e+00,3.662356854355296605e+02,2.730482145154135027e-03,2.732647059957913575e-03,-2.164914803778545920e-06,0.000000000000000000e+00
2.975180993454382694e+00,0.000000000000000000e+00,3.662219124664418928e+02,2.730584833837962095e-03,2.732646944735811750e-03,-2.062110897849647055e-06,0.000000000000000000e+00
2.975640543127101800e+00,0.000000000000000000e+00,3.662079429445084884e+02,2.730688995873391343e-03,2.732646823752610428e-03,-1.957827879219288927e-06,0.000000000000000000e+00
2.976123070283456684e+00,0.000000000000000000e+00,3.661937966438380840e+02,2.730794484136510325e-03,2.732646696720254873e-03,-1.852212583744382546e-06,0.000000000000000000e+00
2.976629723797629357e+00,0.000000000000000000e+00,3.661794950959526886e+02,2.730901138355556167e-03,2.732646563336288241e-03,-1.745424980732204960e-06,0.000000000000000000e+00
2.977161709987510729e+00,0.000000000000000000e+00,3.661650615627996217e+02,2.731008785305677304e-03,2.732646423283130368e-03,-1.637637977453219814e-06,0.000000000000000000e+00
2.977720295486886215e+00,0.000000000000000000e+00,3.661505209892566768e+02,2.731117239156792813e-03,2.732646276227322733e-03,-1.529037070529717145e-06,0.000000000000000000e+00
2.978306810261230453e+00,0.000000000000000000e+00,3.661358999335643603e+02,2.731226301986368430e-03,2.732646121818733519e-03,-1.419819832365085273e-06,0.000000000000000000e+00
2.978922650774292080e+00,0.000000000000000000e+00,3.661212264743445530e+02,2.731335764467274305e-03,2.732645959689724516e-03,-1.310195222450260690e-06,0.000000000000000000e+00
2.979569283313006522e+00,0.000000000000000000e+00,3.661065300931580282e+02,2.731445406738699459e-03,2.732645789454275949e-03,-1.200382715576343301e-06,0.000000000000000000e+00
2.980248247478656687e+00,0.000000000000000000e+00,3.660918415319226824e+02,2.731554999465349645e-03,2.732645610707066641e-03,-1.090611241717161831e-06,0.000000000000000000e+00
2.980961159852589581e+00,0.000000000000000000e+00,3.660771926249540229e+02,2.731664305086877603e-03,2.732645423022510376e-03,-9.811179356328815912e-07,0.000000000000000000e+00
2.981709717845219210e+00,0.000000000000000000e+00,3.660626161058991670e+02,2.731773079255674346e-03,2.732645225953740653e-03,-8.721466980662297947e-07,0.000000000000000000e+00
2.982495703737479964e+00,0.000000000000000000e+00,3.660481453904151863e+02,2.731881072456827236e-03,2.732645019031548165e-03,-7.639465747208182302e-07,0.000000000000000000e+00
2.983320988924353934e+00,0.000000000000000000e+00,3.660338143360723393e+02,2.731988031799309144e-03,2.732644801763263638e-03,-6.567699639546249736e-07,0.000000000000000000e+00
2.984187538370571602e+00,0.000000000000000000e+00,3.660196569816421857e+02,2.732093702962393698e-03,2.732644573631583858e-03,-5.508706691901742494e-07,0.000000000000000000e+00
2.985097415289100109e+00,0.000000000000000000e+00,3.660057072686258834e+02,2.732197832276044101e-03,2.732644334093341319e-03,-4.465018172970195225e-07,0.000000000000000000e+00
2.986052786053555064e+00,0.000000000000000000e+00,3.659919987485833417e+02,2.732300168908735529e-03,2.732644082578210114e-03,-3.439136694745971483e-07,0.000000000000000000e+00
2.987055925356232766e+00,0.000000000000000000e+00,3.659785642804968688e+02,2.732400467131102743e-03,2.732643818487348521e-03,-2.433513562456465567e-07,0.000000000000000000e+00
2.988109221624044576e+00,0.000000000000000000e+00,3.659654357230210167e+02,2.732498488619140246e-03,2.732643541191972190e-03,-1.450525728318316749e-07,0.000000000000000000e+00
2.989215182705246665e+00,0.000000000000000000e+00,3.659526436269996452e+02,2.732594004756687747e-03,2.732643250031858376e-03,-4.924527517045045852e-08,0.000000000000000000e+00
2.990376441840508992e+00,0.000000000000000000e+00,3.659402169340331739e+02,2.732686798893893109e-03,2.732642944313773848e-03,4.385458011910141164e-08,0.000000000000000000e+00
2.991595763932534346e+00,0.000000000000000000e+00,3.659281826871214776e+02,2.732776668516475379e-03,2.732642623309822997e-03,1.340452066524955120e-07,0.000000000000000000e+00
2.992876052129161302e+00,0.000000000000000000e+00,3.659165657594602976e+02,2.732863427280201978e-03,2.732642286255717017e-03,2.211410244851690794e-07,0.000000000000000000e+00
2.994220354735619427e+00,0.000000000000000000e+00,3.659053886073090780e+02,2.732946906866144665e-03,2.732641932348952012e-03,3.049745171925437554e-07,0.000000000000000000e+00
2.995631872472400481e+00,0.000000000000000000e+00,3.658946710524497803e+02,2.733026958615238783e-03,2.732641560746899932e-03,3.853978683389917361e-07,0.000000000000000000e+00
2.997113966096020654e+00,0.000000000000000000e+00,3.658844300991273144e+02,2.733103454905350116e-03,2.732641170564801929e-03,4.622843405480383121e-07,0.000000000000000000e+00
2.998670164400821569e+00,0.000000000000000000e+00,3.658746797895074110e+02,2.733176290240454422e-03,2.732640760873661107e-03,5.355293667932373634e-07,0.000000000000000000e+00
3.000304172620862797e+00,0.000000000000000000e+00,3.658654311006214925e+02,2.733245382029484034e-03,2.732640330698032048e-03,6.050513314519551737e-07,0.000000000000000000e+00
3.002019881251905886e+00,0.000000000000000000e+00,3.658566918845583587e+02,2.733310671041485045e-03,2.732639879013697148e-03,6.707920277879893320e-07,0.000000000000000000e+00
3.003821375314501108e+00,0.000000000000000000e+00,3.658484668523356618e+02,2.733372121533644665e-03,2.732639404745228467e-03,7.327167884161452830e-07,0.000000000000000000e+00
3.005712944080226379e+00,0.000000000000000000e+00,3.658407576005409965e+02,2.733429721058835797e-03,2.732638906763428573e-03,7.908142954071936074e-07,0.000000000000000000e+00
3.007699091284237625e+00,0.000000000000000000e+00,3.658335626785375325e+02,2.733483479969038132e-03,2.732638383882639993e-03,8.450960863981761662e-07,0.000000000000000000e+00
3.009704091284237659e+00,0.000000000000000000e+00,3.658271204634993410e+02,2.733531616608986942e-03,2.732637856038696959e-03,8.937605702899490463e-07,0.000000000000000000e+00
3.011709091284237694e+00,0.000000000000000000e+00,3.658214023101985504e+02,2.733574344433924424e-03,2.732637328194859744e-03,9.370162390646860246e-07,0.000000000000000000e+00
3.013714091284237728e+00,0.000000000000000000e+00,3.658163207805185380e+02,2.733612316329585637e-03,2.732636800351128346e-03,9.755159784570981119e-07,0.000000000000000000e+00
3.015719091284237763e+00,0.000000000000000000e+00,3.658118001175616882e+02,2.733646098017144047e-03,2.732636272507502767e-03,1.009825509641099913e-06,0.000000000000000000e+00
3.017724091284237797e+00,0.000000000000000000e+00,3.658077745237227418e+02,2.733676180890326143e-03,2.732635744663983006e-03,1.040436226342959974e-06,0.000000000000000000e+00
3.019729091284237832e+00,0.000000000000000000e+00,3.658041867136077485e+02,2.733702992806124818e-03,2.732635216820569063e-03,1.067775985555900514e-06,0.000000000000000000e+00
3.021734091284237866e+00,0.000000000000000000e+00,3.658009866954379845e+02,2.733726907173679617e-03,2.732634688977260938e-03,1.092218196418639724e-06,0.000000000000000000e+00
3.023739091284237901e+00,0.000000000000000000e+00,3.657981307426747435e+02,2.733748250625868837e-03,2.732634161134058631e-03,1.114089491810251546e-06,0.000000000000000000e+00
3.025744091284237935e+00,0.000000000000000000e+00,3.657955805242511929e+02,2.733767309508822446e-03,2.732633633290962143e-03,1.133676217860473732e-06,0.000000000000000000e+00
3.027749091284237970e+00,0.000000000000000000e+00,3.657933023672690638e+02,2.733784335383936722e-03,2.732633105447971472e-03,1.151229935965307912e-06,0.000000000000000000e+00
3.029754091284238005e+00,0.000000000000000000e+00,3.657912666305173275e+02,2.733799549703551639e-03,2.732632577605086620e-03,1.166972098464854871e-06,0.000000000000000000e+00
3.031759091284238039e+00,0.000000000000000000e+00,3.657894471708739843e+02,2.733813147793906755e-03,2.732632049762307586e-03,1.181098031599063800e-06,0.000000000000000000e+00
3.033764091284238074e+00,0.000000000000000000e+00,3.657878208877052657e+02,2.733825302256288631e-03,2.732631521919634369e-03,1.193780336654330769e-06,0.000000000000000000e+00
3.035769091284238108e+00,0.000000000000000000e+00,3.657863673328928940e+02,2.733836165878553420e-03,2.732630994077066972e-03,1.205171801486255787e-06,0.000000000000000000e+00
3.037774091284238143e+00,0.000000000000000000e+00,3.657850683761979553e+02,2.733845874133748830e-03,2.732630466234605392e-03,1.215407899143313108e-06,0.000000000000000000e+00
3.039779091284238177e+00,0.000000000000000000e+00,3.657839079173832602e+02,2.733854547329791704e-03,2.732629938392249630e-03,1.224608937542016820e-06,0.000000000000000000e+00
3.041784091284238212e+00,0.000000000000000000e+00,3.657828716379364096e+02,2.733862292463579494e-03,2.732629410549999686e-03,1.232881913579900584e-06,0.000000000000000000e+00
3.043789091284238246e+00,0.000000000000000000e+00,3.657819467864084118e+02,2.733869204824183104e-03,2.732628882707855561e-03,1.240322116327349625e-06,0.000000000000000000e+00
3.045794091284238281e+00,0.000000000000000000e+00,3.657811219923556791e+02,2.733875369382509149e-03,2.732628354865817254e-03,1.247014516692049652e-06,0.000000000000000000e+00
3.047799091284238315e+00,0.000000000000000000e+00,3.657803871046780841e+02,2.733880861998821878e-03,2.732627827023884765e-03,1.253034974937051303e-06,0.000000000000000000e+00
3.049804091284238350e+00,0.000000000000000000e+00,3.657797330508191749e+02,2.733885750474496917e-03,2.732627299182058093e-03,1.258451292438701469e-06,0.000000000000000000e+00
3.051809091284238384e+00,0.000000000000000000e+00,3.657791517138479094e+02,2.733890095470253336e-03,2.732626771340337241e-03,1.263324129916094305e-06,0.000000000000000000e+00
3.053814091284238419e+00,0.000000000000000000e+00,3.657786358249072123e+02,2.733893951309625085e-03,2.732626243498722206e-03,1.267707810902999495e-06,0.000000000000000000e+00
3.055819091284238453e+00,0.000000000000000000e+00,3.657781788689023301e+02,2.733897366683559274e-03,2.732625715657212989e-03,1.271651026346173311e-06,0.000000000000000000e+00
3.057824091284238488e+00,0.000000000000000000e+00,3.657777750016236382e+02,2.733900385269610964e-03,2.732625187815809591e-03,1.275197453801556234e-06,0.000000000000000000e+00
3.059829091284238523e+00,0.000000000000000000e+00,3.657774189767698090e+02,2.733903046277192782e-03,2.732624659974512010e-03,1.278386302680641140e-06,0.000000000000000000e+00
3.061834091284238557e+00,0.000000000000000000e+00,3.657771060815650230e+02,2.733905384928626316e-03,2.732624132133320248e-03,1.281252795306097262e-06,0.000000000000000000e+00
3.063839091284238592e+00,0.000000000000000000e+00,3.657768320798529658e+02,2.733907432884347989e-03,2.732623604292234738e-03,1.283828592113248573e-06,0.000000000000000000e+00
3.065844091284238626e+00,0.000000000000000000e+00,3.657765931617122988e+02,2.733909218619391766e-03,2.732623076451255045e-03,1.286142168136510931e-06,0.000000000000000000e+00
3.067849091284238661e+00,0.000000000000000000e+00,3.657763858987723893e+02,2.733910767757290888e-03,2.732622548610381171e-03,1.288219146909763787e-06,0.000000000000000000e+00
3.069854091284238695e+00,0.000000000000000000e+00,3.657762072045230184e+02,2.733912103366668758e-03,2.732622020769613115e-03,1.290082597055645849e-06,0.000000000000000000e+00
3.071859091284238730e+00,0.000000000000000000e+00,3.657760542990091039e+02,2.733913246225066086e-03,2.732621492928950877e-03,1.291753296115199500e-06,0.000000000000000000e+00
3.073864091284238764e+00,0.000000000000000000e+00,3.657759246773830455e+02,2.733914215053949090e-03,2.732620965088394457e-03,1.293249965554796888e-06,0.000000000000000000e+00
3.075869091284238799e+00,0.000000000000000000e+00,3.657758160818574993e+02,2.733915026728307891e-03,2.732620437247943856e-03,1.294589480364167860e-06,0.000000000000000000e+00
3.077874091284238833e+00,0.000000000000000000e+00,3.657757264766619301e+02,2.733915696463811926e-03,2.732619909407599072e-03,1.295787056212961235e-06,0.000000000000000000e+00
3.079879091284238868e+00,0.000000000000000000e+00,3.657756540256562516e+02,2.733916237984111448e-03,2.732619381567360107e-03,1.296856416751406213e-06,0.000000000000000000e+00
3.081884091284238902e+00,0.000000000000000000e+00,3.657755970722991492e+02,2.733916663670540263e-03,2.732618853727226960e-03,1.297809943313151102e-06,0.000000000000000000e+00
3.083889091284238937e+00,0.000000000000000000e+00,3.657755541217078985e+02,2.733916984696196407e-03,2.732618325887199631e-03,1.298658808996807881e-06,0.000000000000000000e+00
3.085894091284238971e+00,0.000000000000000000e+00,3.657755238245750320e+02,2.733917211146138105e-03,2.732617798047278120e-03,1.299413098860053831e-06,0.000000000000000000e+00
3.087899091284239006e+00,0.000000000000000000e+00,3.657755049627411950e+02,2.733917352125212873e-03,2.732617270207462427e-03,1.300081917750457637e-06,0.000000000000000000e+00
3.089904091284239041e+00,0.000000000000000000e+00,3.657754964362411556e+02,2.733917415854868107e-03,2.732616742367752552e-03,1.300673487115555579e-06,0.000000000000000000e+00
3.091909091284239075e+00,0.000000000000000000e+00,3.657754972516672751e+02,2.733917409760125341e-03,2.732616214528148495e-03,1.301195231976989497e-06,0.000000000000000000e+00
3.093914091284239110e+00,0.000000000000000000e+00,3.657755065117076470e+02,2.733917340547766407e-03,2.732615686688650257e-03,1.301653859116222431e-06,0.000000000000000000e+00
3.095919091284239144e+00,0.000000000000000000e+00,3.657755234057374309e+02,2.733917214276657386e-03,2.732615158849257837e-03,1.302055427399574011e-06,0.000000000000000000e+00
3.097924091284239179e+00,0.000000000000000000e+00,3.657755472013507756e+02,2.733917036421036964e-03,2.732614631009971234e-03,1.302405411065564430e-06,0.000000000000000000e+00
3.099929091284239213e+00,0.000000000000000000e+00,3.657755772367371492e+02,2.733916811927496020e-03,2.732614103170790450e-03,1.302708756705761229e-06,0.000000000000000000e+00
3.101934091284239248e+00,0.000000000000000000e+00,3.657756129138141432e+02,2.733916545266305061e-03,2.732613575331715484e-03,1.302969934589687873e-06,0.000000000000000000e+00
3.103939091284239282e+00,0.000000000000000000e+00,3.657756536920398389e+02,2.733916240477659784e-03,2.732613047492746337e-03,1.303192984913401191e-06,0.000000000000000000e+00
3.105944091284239317e+00,0.000000000000000000e+00,3.657756990828350467e+02,2.733915901213371680e-03,2.732612519653883007e-03,1.303381559488761522e-06,0.000000000000000000e+00
3.107949091284239351e+00,0.000000000000000000e+00,3.657757486445534028e+02,2.733915530774460798e-03,2.732611991815125495e-03,1.303538959335151740e-06,0.000000000000000000e+00
3.109954091284239386e+00,0.000000000000000000e+00,3.657758019779453775e+02,2.733915132145060475e-03,2.732611463976473802e-03,1.303668168586463853e-06,0.000000000000000000e+00
3.111959091284239420e+00,0.000000000000000000e+00,3.657758587220648678e+02,2.733914708023010929e-03,2.732610936137927927e-03,1.303771885082813871e-06,0.000000000000000000e+00
3.113964091284239455e+00,0.000000000000000000e+00,3.657759185505757387e+02,2.733914260847465638e-03,2.732610408299487870e-03,1.303852547977927960e-06,0.000000000000000000e+00
3.115969091284239489e+00,0.000000000000000000e+00,3.657759811684176157e+02,2.733913792823812385e-03,2.732609880461153631e-03,1.303912362658907855e-06,0.000000000000000000e+00
3.117974091284239524e+00,0.000000000000000000e+00,3.657760463087960829e+02,2.733913305946170016e-03,2.732609352622925210e-03,1.303953323244590409e-06,0.000000000000000000e+00
3.119979091284239558e+00,0.000000000000000000e+00,3.657761137304642602e+02,2.733912802017704220e-03,2.732608824784802607e-03,1.303977232901534142e-06,0.000000000000000000e+00
3.121984091284239593e+00,0.000000000000000000e+00,3.657761832152680768e+02,2.733912282668978302e-03,2.732608296946785822e-03,1.303985722192400157e-06,0.000000000000000000e+00
3.123989091284239628e+00,0.000000000000000000e+00,3.657762545659288662e+02,2.733911749374524566e-03,2.732607769108874856e-03,1.303980265649811717e-06,0.000000000000000000e+00
3.125994091284239662e+00,0.000000000000000000e+00,3.657763276040398637e+02,2.733911203467819309e-03,2.732607241271070141e-03,1.303962196749373658e-06,0.000000000000000000e+00
3.127999091284239697e+00,0.000000000000000000e+00,3.657764021682566522e+02,2.733910646154809332e-03,2.732606713433371245e-03,1.303932721438169006e-06,0.000000000000000000e+00
3.130004091284239731e+00,0.000000000000000000e+00,3.657764781126613229e+02,2.733910078526137835e-03,2.732606185595778166e-03,1.303892930359477923e-06,0.000000000000000000e+00
3.132009091284239766e+00,0.000000000000000000e+00,3.657765553052843757e+02,2.733909501568191572e-03,2.732605657758290906e-03,1.303843809900506250e-06,0.000000000000000000e+00
3.134014091284239800e+00,0.000000000000000000e+00,3.657766336267688985e+02,2.733908916173086786e-03,2.732605129920909464e-03,1.303786252177370618e-06,0.000000000000000000e+00
3.136019091284239835e+00,0.000000000000000000e+00,3.657767129691630430e+02,2.733908323147694105e-03,2.732604602083633840e-03,1.303721064060338258e-06,0.000000000000000000e+00
3.138024091284239869e+00,0.000000000000000000e+00,3.657767932348286308e+02,2.733907723221796083e-03,2.732604074246464034e-03,1.303648975332190431e-06,0.000000000000000000e+00
3.140029091284239904e+00,0.000000000000000000e+00,3.657768743354541243e+02,2.733907117055463677e-03,2.732603546409400046e-03,1.303570646063489493e-06,0.000000000000000000e+00
3.142034091284239938e+00,0.000000000000000000e+00,3.657769561911629808e+02,2.733906505245722353e-03,2.732603018572441877e-03,1.303486673280331413e-06,0.000000000000000000e+00
3.144039091284239973e+00,0.000000000000000000e+00,3.657770387297066463e+02,2.733905888332582423e-03,2.732602490735589525e-03,1.303397596992799747e-06,0.000000000000000000e+00
3.146044091284240007e+00,0.000000000000000000e+00,3.657771218857355962e+02,2.733905266804488674e-03,2.732601962898842992e-03,1.303303905645699312e-06,0.000000000000000000e+00
3.148049091284240042e+00,0.000000000000000000e+00,3.657772056001398937e+02,2.733904641103249589e-03,2.732601435062202277e-03,1.303206041047160961e-06,0.000000000000000000e+00
3.150054091284240076e+00,0.000000000000000000e+00,3.657772898194529034e+02,2.733904011628492548e-03,2.732600907225667380e-03,1.303104402825321318e-06,0.000000000000000000e+00
3.152059091284240111e+00,0.000000000000000000e+00,3.657773744953118467e+02,2.733903378741696626e-03,2.732600379389238301e-03,1.302999352458420411e-06,0.000000000000000000e+00
3.154064091284240146e+00,0.000000000000000000e+00,3.657774595839708240e+02,2.733902742769834214e-03,2.732599851552915040e-03,1.302891216919273376e-06,0.000000000000000000e+00
3.156069091284240180e+00,0.000000000000000000e+00,3.657775450458591990e+02,2.733902104008668725e-03,2.732599323716697597e-03,1.302780291971119906e-06,0.000000000000000000e+00
3.158074091284240215e+00,0.000000000000000000e+00,3.657776308451831824e+02,2.733901462725734418e-03,2.732598795880585973e-03,1.302666845148281953e-06,0.000000000000000000e+00
3.160079091284240249e+00,0.000000000000000000e+00,3.657777169495652174e+02,2.733900819163032157e-03,2.732598268044580166e-03,1.302551118451844808e-06,0.000000000000000000e+00
3.162084091284240284e+00,0.000000000000000000e+00,3.657778033297174716e+02,2.733900173539467997e-03,2.732597740208680178e-03,1.302433330787662508e-06,0.000000000000000000e+00
3.164089091284240318e+00,0.000000000000000000e+00,3.657778899591472737e+02,2.733899526053057156e-03,2.732597212372886008e-03,1.302313680171363316e-06,0.000000000000000000e+00
3.166094091284240353e+00,0.000000000000000000e+00,3.657779768138897225e+02,2.733898876882920239e-03,2.732596684537197656e-03,1.302192345722664660e-06,0.000000000000000000e+00
3.168099091284240387e+00,0.000000000000000000e+00,3.657780638722670119e+02,2.733898226191084323e-03,2.732596156701615122e-03,1.302069489469156896e-06,0.000000000000000000e+00
3.170104091284240422e+00,0.000000000000000000e+00,3.657781511146697540e+02,2.733897574124116193e-03,2.732595628866138406e-03,1.301945257977785752e-06,0.000000000000000000e+00
3.172109091284240456e+00,0.000000000000000000e+00,3.657782385233594482e+02,2.733896920814598164e-03,2.732595101030767509e-03,1.301819783830512258e-06,0.000000000000000000e+00
3.174114091284240491e+00,0.000000000000000000e+00,3.657783260822902776e+02,2.733896266382461644e-03,2.732594573195502429e-03,1.301693186959049264e-06,0.000000000000000000e+00
3.176119091284240525e+00,0.000000000000000000e+00,3.657784137769473887e+02,2.733895610936195372e-03,2.732594045360343168e-03,1.301565575852149149e-06,0.000000000000000000e+00
3.178124091284240560e+00,0.000000000000000000e+00,3.657785015942006339e+02,2.733894954573937424e-03,2.732593517525289725e-03,1.301437048647619022e-06,0.000000000000000000e+00
3.180129091284240594e+00,0.000000000000000000e+00,3.657785895221726946e+02,2.733894297384462276e-03,2.732592989690342099e-03,1.301307694120083116e-06,0.000000000000000000e+00
3.182134091284240629e+00,0.000000000000000000e+00,3.657786775501195393e+02,2.733893639448074613e-03,2.732592461855500292e-03,1.301177592574451560e-06,0.000000000000000000e+00
3.184139091284240664e+00,0.000000000000000000e+00,3.657787656683218529e+02,2.733892980837418583e-03,2.732591934020764304e-03,1.301046816654101829e-06,0.000000000000000000e+00
3.186144091284240698e+00,0.000000000000000000e+00,3.657788538679879480e+02,2.733892321618205945e-03,2.732591406186134133e-03,1.300915432071921969e-06,0.000000000000000000e+00
3.188149091284240733e+00,0.000000000000000000e+00,3.657789421411645776e+02,2.733891661849881336e-03,2.732590878351609780e-03,1.300783498271578630e-06,0.000000000000000000e+00
3.190154091284240767e+00,0.000000000000000000e+00,3.657790304806574682e+02,2.733891001586216847e-03,2.732590350517191246e-03,1.300651069025677754e-06,0.000000000000000000e+00
3.192159091284240802e+00,0.000000000000000000e+00,3.657791188799585598e+02,2.733890340875855425e-03,2.732589822682878530e-03,1.300518192976839060e-06,0.000000000000000000e+00
3.194164091284240836e+00,0.000000000000000000e+00,3.657792073331807501e+02,2.733889679762799198e-03,2.732589294848672065e-03,1.300384914127136244e-06,0.000000000000000000e+00
3.196169091284240871e+00,0.000000000000000000e+00,3.657792958349984360e+02,2.733889018286852265e-03,2.732588767014571419e-03,1.300251272280834536e-06,0.000000000000000000e+00
3.198174091284240905e+00,0.000000000000000000e+00,3.657793843805942515e+02,2.733888356484021412e-03,2.732588239180576591e-03,1.300117303444878468e-06,0.000000000000000000e+00
3.200179091284240940e+00,0.000000000000000000e+00,3.657794729656102959e+02,2.733887694386878675e-03,2.732587711346687580e-03,1.299983040191167859e-06,0.000000000000000000e+00
3.202184091284240974e+00,0.000000000000000000e+00,3.657795615861044212e+02,2.733887032024888766e-03,2.732587183512904389e-03,1.299848511984266401e-06,0.000000000000000000e+00
3.204189091284241009e+00,0.000000000000000000e+00,3.657796502385105555e+02,2.733886369424704844e-03,2.732586655679227015e-03,1.299713745477842218e-06,0.000000000000000000e+00
3.206194091284241043e+00,0.000000000000000000e+00,3.657797389196028348e+02,2.733885706610438265e-03,2.732586127845655459e-03,1.299578764782825372e-06,0.000000000000000000e+00
3.208199091284241078e+00,0.000000000000000000e+00,3.657798276264630886e+02,2.733885043603899705e-03,2.732585600012189721e-03,1.299443591709980102e-06,0.000000000000000000e+00
3.210204091284241112e+00,0.000000000000000000e+00,3.657799163564516789e+02,2.733884380424819044e-03,2.732585072178829802e-03,1.299308245989335057e-06,0.000000000000000000e+00
3.212209091284241147e+00,0.000000000000000000e+00,3.657800051071805569e+02,2.733883717091044416e-03,2.732584544345575701e-03,1.299172745468678058e-06,0.000000000000000000e+00
3.214214091284241182e+00,0.000000000000000000e+00,3.657800938764897296e+02,2.733883053618720461e-03,2.732584016512427418e-03,1.299037106293113741e-06,0.000000000000000000e+00
3.216219091284241216e+00,0.000000000000000000e+00,3.657801826624251476e+02,2.733882390022452247e-03,2.732583488679384952e-03,1.298901343067490810e-06,0.000000000000000000e+00
3.218224091284241251e+00,0.000000000000000000e+00,3.657802714632191510e+02,2.733881726315451430e-03,2.732582960846448306e-03,1.298765469003334720e-06,0.000000000000000000e+00
3.220229091284241285e+00,0.000000000000000000e+00,3.657803602772727345e+02,2.733881062509669387e-03,2.732582433013617477e-03,1.298629496051761760e-06,0.000000000000000000e+00
3.222234091284241320e+00,0.000000000000000000e+00,3.657804491031395742e+02,2.733880398615916047e-03,2.732581905180892466e-03,1.298493435023713901e-06,0.000000000000000000e+00
3.224239091284241354e+00,0.000000000000000000e+00,3.657805379395110776e+02,2.733879734643972215e-03,2.732581377348273274e-03,1.298357295698724170e-06,0.000000000000000000e+00
3.226244091284241389e+00,0.000000000000000000e+00,3.657806267852038218e+02,2.733879070602683245e-03,2.732580849515759899e-03,1.298221086923303985e-06,0.000000000000000000e+00
3.228249091284241423e+00,0.000000000000000000e+00,3.657807156391469903e+02,2.733878406500052285e-03,2.732580321683352343e-03,1.298084816699947887e-06,0.000000000000000000e+00
3.230254091284241458e+00,0.000000000000000000e+00,3.657808045003720849e+02,2.733877742343318335e-03,2.732579793851050605e-03,1.297948492267644234e-06,0.000000000000000000e+00
3.232259091284241492e+00,0.000000000000000000e+00,3.657808933680030350e+02,2.733877078139029543e-03,2.732579266018854685e-03,1.297812120174709029e-06,0.000000000000000000e+00
3.234264091284241527e+00,0.000000000000000000e+00,3.657809822412472158e+02,2.733876413893109123e-03,2.732578738186764583e-03,1.297675706344668557e-06,0.000000000000000000e+00
3.236269091284241561e+00,0.000000000000000000e+00,3.657810711193877751e+02,2.733875749610916069e-03,2.732578210354780299e-03,1.297539256135859385e-06,0.000000000000000000e+00
3.238274091284241596e+00,0.000000000000000000e+00,3.657811600017761293e+02,2.733875085297297197e-03,2.732577682522901834e-03,1.297402774395342849e-06,0.000000000000000000e+00
3.240279091284241630e+00,0.000000000000000000e+00,3.657812488878257113e+02,2.733874420956637023e-03,2.732577154691129186e-03,1.297266265507675099e-06,0.000000000000000000e+00
3.242284091284241665e+00,0.000000000000000000e+00,3.657813377770058310e+02,2.733873756592901556e-03,2.732576626859462357e-03,1.297129733439026077e-06,0.000000000000000000e+00
